;date;icms_sp;igp_m;ibc_br;dias_uteis;igp_m_22;ibc_br_22;igp_m_21;ibc_br_21;igp_m_20;ibc_br_20;igp_m_19;ibc_br_19;igp_m_18;ibc_br_18;igp_m_17;ibc_br_17;igp_m_16;ibc_br_16;igp_m_15;ibc_br_15;igp_m_14;ibc_br_14;igp_m_13;ibc_br_13;Licms_sp;DLicms_sp;D2igp_m;Dibc_br;D2igp_m_22;Dibc_br_22;D2igp_m_21;Dibc_br_21;D2igp_m_20;Dibc_br_20;D2igp_m_19;Dibc_br_19;D2igp_m_18;Dibc_br_18;D2igp_m_17;Dibc_br_17;D2igp_m_16;Dibc_br_16;D2igp_m_15;Dibc_br_15;D2igp_m_14;Dibc_br_14;D2igp_m_13;Dibc_br_13;22_forecast_uni_fixed;22_forecast_uni_var;22_forecast_uni_mean_var;22_forecast_multi_fixed;22_forecast_multi_var;22_forecast_multi_mean_var;21_forecast_uni_fixed;21_forecast_uni_var;21_forecast_uni_mean_var;21_forecast_multi_fixed;21_forecast_multi_var;21_forecast_multi_mean_var;20_forecast_uni_fixed;20_forecast_uni_var;20_forecast_uni_mean_var;20_forecast_multi_fixed;20_forecast_multi_var;20_forecast_multi_mean_var;19_forecast_uni_fixed;19_forecast_uni_var;19_forecast_multi_fixed;19_forecast_multi_var;19_forecast_multi_mean_var;18_forecast_uni_fixed;18_forecast_uni_var;18_forecast_uni_mean_var;18_forecast_multi_fixed;18_forecast_multi_var;18_forecast_multi_mean_var;17_forecast_uni_fixed;17_forecast_uni_var;17_forecast_uni_mean_var;17_forecast_multi_fixed;17_forecast_multi_var;17_forecast_multi_mean_var;16_forecast_uni_fixed;16_forecast_uni_var;16_forecast_uni_mean_var;16_forecast_multi_fixed;16_forecast_multi_var;16_forecast_multi_mean_var;15_forecast_uni_fixed;15_forecast_uni_var;15_forecast_uni_mean_var;15_forecast_multi_var;15_forecast_multi_mean_var;14_forecast_uni_fixed;14_forecast_uni_var;13_forecast_uni_fixed;13_forecast_uni_var;13_forecast_uni_mean_var;13_forecast_multi_var;13_forecast_multi_mean_var;14_forecast_multi_fixed;14_forecast_multi_mean_var;14_forecast_multi_var;14_forecast_uni_mean_var
2021(12);2021-12-01;18537720179;1100,988;141,61;23;1100,988;141,61;977,9844536;140,6205578;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,64307342;0,064715787;9,705;1,86;9,705;1,86;7,970411382;-0,643074122;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,064501162;0,063257086;0,067669503;0,08451179;0,076659697;0,083413023;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(1);2022-01-01;16752501425;1120,999;131,55;21;1107,263632;134,3113228;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,54181342;-0,101259999;29,516;-10,06;15,7806316;-7,298677188;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,049667241;-0,050389479;-0,029372566;-0,063648654;-0,045034373;-0,06474841;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(2);2022-02-01;15829795775;1141,546;136,57;20;1111,692686;135,7713852;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,48515981;-0,056653613;40,558;5,02;10,70468613;1,460062369;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,067522064;-0,063549867;-0,083974268;-0,034994052;-0,066939524;-0,044097744;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(3);2022-03-01;16283523069;1161,418;149,16;22;1116,139457;145,3747473;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,51341958;0,028259769;40,419;12,59;8,875825271;9,603362108;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,024870217;0,018402257;0,019872467;0,031030829;0,033407753;0,054698522;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(4);2022-04-01;16829366574;1177,809;142,8;19;1120,045945;141,9744679;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,54639121;0,032971629;36,263;-6,36;8,353258844;-3,400279416;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,029343315;0,040816487;0,047333141;0,011506673;0,009508689;0,024989472;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(5);2022-05-01;16898411988;1183,953;142,75;22;1123,966106;142,6801566;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,55048549;0,004094282;22,535;-0,05;7,826648906;0,705688772;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,0077358;-0,006577809;0,001405335;-0,009112329;-0,009571354;0,012648008;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(6);2022-06-01;16974555107;1190,882;142,35;21;1128,46197;142,2469587;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,5549813;0,004495812;13,073;-0,4;8,416025231;-0,433197925;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,005960977;0,005961455;0,006096209;0,015035576;0,005742398;0,004813908;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(7);2022-07-01;17432098807;1193,337;149,5;21;1132,637279;145,3121798;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,5815791;0,026597801;9,384;7,15;8,671173713;3,065221107;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,011969174;0,00805113;0,011766396;0,014595434;0,006726023;-0,000512581;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(8);2022-08-01;17562240974;1185,004;149,6;23;1137,167829;146,4083365;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,58901704;0,007437932;-5,878;0,1;8,705858408;1,096156692;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,012184562;0,015142999;0,014884733;0,025471821;0,027812643;0,020339556;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(9);2022-09-01;17262865346;1173,793;144,44;21;1143,597376;142,8083021;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,57182352;-0,017193516;-19,544;-5,16;10,96009602;-3,600034455;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,031189498;0,031119341;0,033795692;0,017051446;0,027933593;0,016611579;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(10);2022-10-01;15650000000;1162,391;142,34;20;1150,115881;144,0634277;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,47373675;-0,098086766;-22,613;-2,1;12,94805194;1,255125634;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,022693456;0,023321467;0,027806312;-0,001821647;0,005054425;-0,016599006;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(11);2022-11-01;16050000000;1155,829;140,8;20;1155,86646;143,1654089;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,49897469;0,025237933;-17,964;-1,54;12,26908444;-0,898018766;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,004487456;-0,002219988;0,003423106;-0,002087449;0,011088366;0,0008483;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2022(12);2022-12-01;17671351428;1161,006;142,78;22;1161,645792;141,4051334;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;23,5952106;0,096235915;-1,385;1,98;11,5299117;-1,760275498;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0,064933412;0,065736717;0,058669439;0,087941766;0,066745783;0,067891639;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
